text_idx,speaker,party,p_hate_orig,pred_label,p_hate,text_preview,token,shap_value
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",sondern ,0.000324
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",der ,0.000428
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Geldknappheit ,0.000404
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",der ,0.001074
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Städte ,0.000234
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",und ,0.000876
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Gemeinden ,-0.00017
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As","geschuldet,",6.7e-05
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",die ,0.000561
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Gelder ,0.001262
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",den ,0.000818
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Asylanten ,0.000144
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",wie ,0.001007
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Puderzucker ,0.000171
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",in ,-0.000895
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",den ,0.000264
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",Hintern ,0.001502
2,,,0.8782,HATE,0.8782,"@Odenwaelderin Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den As",blasen,0.00735
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","Nein, ",0.000277
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",wir ,0.000336
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",haben ,9.1e-05
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",genug ,0.001305
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",von ,0.000583
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",dem ,0.000662
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Zeug ,-7e-06
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",gehört.  ,-0.000283
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Aber ,0.00029
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","das 
",-3e-05
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",ist ,-0.000234
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",nichts ,-0.000632
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Neues ,0.000186
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",bei ,0.000366
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Ihnen: ,-4.1e-05
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Wer ,0.000551
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",von ,-0.004474
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",todbringender ,0.089978
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","Messermigration, 
",0.033537
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",alimentierten ,0.056336
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","Messermännern, ",0.01189
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","Kopftuchmädchen 
",-0.023367
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",und ,-0.021541
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",sonstigen ,0.017103
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Taugenichtsen ,0.036531
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","spricht, ",0.000156
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","Migranten 
",-0.00444
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",als ,-0.032011
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Parasiten ,-0.018311
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",und ,-0.041612
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Gesindel ,-0.022339
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio","bezeichnet, ",-0.022674
3,,,0.8774,HATE,0.8774,"Nein, wir haben genug von dem Zeug gehört.  Aber das 
ist nichts Neues bei Ihnen: Wer von todbringender Messermigratio",Türkei,-0.044344
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",setzen ,0.001192
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Sie ,0.000719
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",sich ,0.000969
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",an ,0.000939
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",die ,0.000812
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Spitze ,0.000389
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",einer ,0.000489
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","Bewegung, ",0.000269
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","gerade 
",0.000753
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",in ,0.000715
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",diesen ,2.5e-05
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","Zeiten, ",0.000141
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",in ,0.000273
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",denen ,0.000602
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",die ,0.000698
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Bürger ,-0.000266
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Hessens ,0.000174
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","überlegen 
",0.000199
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","müssen, ",0.000157
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",wie ,0.000105
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",sie ,0.000449
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",mit ,0.000573
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Inflation ,-6.3e-05
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",und ,0.000548
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Gasknappheit ,-0.000257
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","überleben 
",-0.000199
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","können, ",-0.000257
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",in ,-0.000405
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",diesen ,-0.000416
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","Zeiten, ",-0.000588
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",in ,-0.000225
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",denen ,-0.000129
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",das ,-0.030742
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Land ,-0.008075
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",erneut ,-0.008677
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w","mit 
",0.013695
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",Migranten ,0.007795
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",geflutet ,0.041412
4,,,0.877,HATE,0.877,"setzen Sie sich an die Spitze einer Bewegung, gerade 
in diesen Zeiten, in denen die Bürger Hessens überlegen 
müssen, w",wird,-0.007515
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,@,-0.000361
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,SteinbachErika ,-6.4e-05
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,Man ,0.000142
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,sollte ,0.000772
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,grundsätzlich ,0.000303
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,nur ,0.000477
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,Schweinefleisch ,0.000287
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,an ,0.000225
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,das ,0.000562
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,Migrantenpack ,-2.4e-05
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,ausgeben. ,-6.7e-05
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,Sollten ,-0.00022
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,diese ,-0.000249
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,das ,0.00056
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,"zurückweisen, ",-0.000155
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,könnten ,0.000538
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,sie ,-0.000308
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,ja ,-0.000368
5,,,0.8761,HATE,0.8761,@SteinbachErika Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweis,in ,0.000431
