text,label,max_sent,p_hate
"Verdammt nochmal, Ihr Italiener, seht Ihr denn nicht, wer da über |LBR| das Meer kommt? Das sind doch keine Flüchtlinge, das sind Invasoren",HATE,15,0.8665525317192078
"#Tuberkulose wurde vermehrt von #Flüchtlingen in Deutschland eingeschleppt. |LBR| Nicht nur dass sie von unser Geld leben, nein jetzt bringen sie auch noch Seuchen mit ins Land. Dank inkompetenter Politiker offener Grenzen, Bahnhofsklatscher und Toleranz Fanatiker.",HATE,19,0.8661007285118103
Und wieder ein muslimischer Kreigsflüchtling der eine DEUTSCHE junge FRAU VERGEWALTIGT und GETÖTET HAT !!!! SAUBER MERKEL !!!!,HATE,15,0.8660882711410522
"@EickhoffStephan @Tynca1 Alle wirklich Deutschen mit Nationalen Stolz , müssen sich zusammentun und Das Migrations Elend Beenden ,bevor es zu spät ist!",HATE,22,0.8660068511962891
@ulschzi @FfFrauki Raub Mord Vergewaltigung muss gesühnt werden...egal in welchem Land...Abschiebung erst nachdem diese Schweine ihre Strafe absitzen...!,HATE,18,0.8658296465873718
@AmadeuAntonio Sämtliche tödlichen Terroranschläge in Europa der letzten Jahre auf uns Juden waren von muslimischen Migranten.  @Schlimmbo2,HATE,16,0.8647317290306091
"Nein, Hessen hat kein Problem mit Flüchtlingen aus Moldawien 
und Georgien, sondern mit solchen aus ganz anderen 
Ländern.",HATE,18,0.8631816506385803
"@SPOE_at Jetzt könnt ihr es sehen,,, die Nazis in Österreich waren erst gegen Ausländer und Flüchtlinge, jetzt sind Sie an der Macht, und schon geht es den „Arbeitslosen“ an den Kragen.. erinnert Euch, die #AFD will Arbeitslose in Lager senden... |LBR| #NoAfD #afdwürgt",HATE,31,0.8615244030952454
"20. Wahlperiode 
Plenarprotokoll 20/24 

HESSISCHER LANDTAG 

30. 10. 2019 

24. Sitzung 
Wiesbaden, den 30. Oktober 2019 

Amtliche Mitteilungen........................................1747 
43. 
EntschließungsantragFraktion der CDU, Fraktion BÜNDNIS 90/ 

Entgegengenommen.............................................1747 

DIE GRÜNEN 
Präsident Boris Rhein.......................................... 
1747 
Starke Kinder, starke Familien  Landesre-
Vizepräsident Dr. Ulrich Wilken......................... 
1794 
gierung stärkt Kinderbetreuung in Hessen 

durch mehr Qualität, mehr Fachkräfte und 
mehr Zeit für die Kinder

47. 
Entschließungsantrag 
 Drucks. 20/1412 .............................................1761

Fraktion der CDU, Fraktion BÜNDNIS 90/
DIE GRÜNEN, Fraktion der SPD, Frakti-Dem Sozial- und Integrationspolitischen Auson 
der Freien Demokraten 
schuss überwiesen................................................1771 
Hass, Ausländerfeindlichkeit, Antisemitis

20. 
Antrag
mus und Angriffe auf die Menschenwürde 

Fraktion der Freien Demokraten 

haben keinen Platz in Deutschland und 

Mehr Unterstützung für Erzieherinnen und 

Hessen 

Erzieher

 Drucks. 20/1419 .............................................1747 

 Drucks. 20/564 ...............................................1761 
Angenommen........................................................1760 

Dem Sozial- und Integrationspolitischen Aus-
Änderungsantrag 
schuss überwiesen................................................1771 
Fraktion der AfD 

44. 
Antrag
 Drucks. 20/1464 .............................................1747 

Fraktion der SPD 
Abgelehnt.............................................................1760 
In die Ausbildung von Erzieherinnen und 
Erziehern investieren  Betreuungsqualität 

69. 
Dringlicher Entschließungsantrag 
steigern

Fraktion DIE LINKE 

 Drucks. 20/1415 .............................................1761

Trauer um die Opfer von Halle  Rechtsterror 
und Antisemitismus stoppen 
Dem Sozial- und Integrationspolitischen Aus 
Drucks. 20/1461 .............................................1747 
schuss überwiesen................................................1771 

Abgelehnt.............................................................1761 
Kathrin Anders.................................................... 
1761 
Christiane Böhm.................................................. 
1762

Michael Boddenberg............................................ 
1747 

Lisa Gnadl............................................................ 
1763

Nancy Faeser....................................................... 
1749 

Claudia Papst-Dippel........................................... 
1765

Mathias Wagner (Taunus).................................... 
1751 

René Rock.................................................. 
1766, 1770

Dimitri Schulz...................................................... 
1752 

Claudia Ravensburg............................................. 
1768

René Rock............................................................ 
1754 

Minister Kai Klose............................................... 
1769

Janine Wissler...................................................... 
1755 
Ministerpräsident Volker Bouffier....................... 
1757 
Robert Lambrou................................................... 
1759 

Ausgegeben am 15. November 2019 
Hessischer Landtag, Postfach 3240, 65022 Wiesbaden",HATE,27,0.8537164926528931
"ein wichtiges Signal an die Patienten, die Beschäftigten, ih- re Familien und für die Gesundheitsregion Mittelhessen) – Drucks. 19/4941 – ................................................7606 Abgehalten ...............................................................7616 Ausgegeben am 10. Juli 2017 Hessischer Landtag, Postfach 3240, 65022 Wiesbaden 67. Dringlicher Entschließungsantrag der Frak- tionen der CDU und BÜNDNIS 90/DIE GRÜ- NEN betreffend Zukunftskonzept ist großer Erfolg und wichtiges Signal an die Patienten, die Beschäftigten, ihre Familien und für die Gesundheitsregion Mittelhessen – Drucks. 19/4959 – ................................................7606 Angenommen ...........................................................7616 Vizepräsident Dr. Ulrich Wilken ............................ 7617 Dr. Ralf-Norbert Bartelt ......................................... 7606 Jan Schalauske ........................................................ 7607 Handan Özgüven .................................................... 7609 Nicola Beer ............................................................. 7609 Daniel May ............................................................. 7610 Minister Boris Rhein .................................... 7611, 7615 Janine Wissler ......................................................... 7613 Thorsten Schäfer-Gümbel ...................................... 7614 Angela Dorn ........................................................... 7614 56. Antrag der Fraktion DIE LINKE betreffend eine Aktuelle Stunde („Einstürzende Schul- bauten“: marode Schulen mithilfe des Lan- des sanieren, Kommunalinvestitionspro- gramm II reicht nicht aus) – Drucks. 19/4942 – ...............................................7616 Abgehalten ..............................................................7622 Jan Schalauske ........................................................ 7616 Dr. Walter Arnold ................................................... 7617 Brigitte Hofmeyer ................................................... 7618 Eva Goldbach ......................................................... 7619 Dr. h.c. Jörg-Uwe Hahn .......................................... 7620 Minister Dr. Thomas Schäfer ................................. 7621 35. Antrag der Fraktion DIE LINKE betreffend Städte der Zuflucht in Hessen unterstützen – für eine solidarische Asylpolitik statt Ab- schiebungen und Ausgrenzung von Geflüch- teten – Drucks. 19/4916 – ...............................................7622 Dem Innenausschuss überwiesen ............................7634 69. Dringlicher Entschließungsantrag der Frak- tionen der CDU und BÜNDNIS 90/DIE GRÜNEN betreffend Aufnahme und Inte- gration von Flüchtlingen gut gestalten – europaweite Solidarität notwendig – Rück- führung vollziehbar Ausreisepflichtiger – Drucks. 19/4962 – ...............................................7622 Dem Innenausschuss überwiesen ............................7634 Vizepräsident Dr. Ulrich Wilken ............................ 7606 Gabriele Faulhaber ................................................. 7622 Astrid Wallmann .................................................... 7624 Dr. Frank Blechschmidt ............................... 7626, 7628 Dr. Ulrich Wilken ................................................... 7627 Ernst-Ewald Roth ................................................... 7628 Marcus Bocklet ....................................................... 7629 Mürvet Öztürk ........................................................ 7631 Minister Peter Beuth ............................................... 7632 Janine Wissler ......................................................... 7633 31. Antrag der Fraktion der FDP betreffend Be- lastung der Schulen und der Lehrkräfte – Drucks. 19/4888 – ...............................................7634 Dem Kulturpolitischen Ausschuss überwiesen .......7647 Wolfgang Greilich ........................................ 7634, 7640, Armin Schwarz ....................................................... 7636 Gabriele Faulhaber ................................................. 7638 Mathias Wagner (Taunus) ............................ 7639, 7641 Christoph Degen ..................................................... 7641 Staatssekretär Dr.",HATE,34,0.8531370162963867
"19. Wahlperiode Plenarprotokoll 19/102 HESSISCHER LANDTAG 23. 03. 2017 102. Sitzung Wiesbaden, den 23. März 2017 Amtliche Mitteilungen ..........................................7155 Entgegengenommen .................................................7155 Vizepräsident Frank Lortz ...................................... 7155 Präsident Norbert Kartmann ................................... 7230 42. Antrag der Fraktion der SPD betreffend eine Aktuelle Stunde (Ständig neue Anforderun- gen, viel Bürokratie und zu wenig Personal an hessischen Grundschulen – wann endlich reagiert die Hessische Landesregierung?) – Drucks. 19/4688 – ................................................7155 Abgehalten ...............................................................7162 Christoph Degen ..................................................... 7155 Armin Schwarz ....................................................... 7156 Wolfgang Greilich .................................................. 7158 Mathias Wagner (Taunus) ....................................... 7159 Gabriele Faulhaber .................................................. 7160 Minister Prof. Dr. R. Alexander Lorz ..................... 7161 46. Antrag der Fraktion der CDU betreffend eine Aktuelle Stunde (Arbeit in die Heimat und zu den Menschen bringen – Hessen stärkt ländli- chen Raum durch Umstrukturierung der Steuerverwaltung) – Drucks. 19/4692 – ................................................7162 Abgehalten ...............................................................7168 Lena Arnoldt ........................................................... 7162 Gerald Kummer ...................................................... 7163 Willi van Ooyen ...................................................... 7164 Dr. h.c. Jörg-Uwe Hahn .......................................... 7165 Eva Goldbach .......................................................... 7166 Minister Dr. Thomas Schäfer .................................. 7167 44. Antrag der Fraktion DIE LINKE betreffend eine Aktuelle Stunde (Abschiebungen aus Schule und Psychiatrie sind unmenschlich – für eine humanitäre Flüchtlingspolitik) – Drucks. 19/4690 – ................................................7168 Abgehalten ...............................................................7176 Janine Wissler ............................................... 7168, 7175 Marcus Bocklet ....................................................... 7169 Ernst-Ewald Roth .................................................... 7170 Astrid Wallmann ..................................................... 7171 Mürvet Öztürk ......................................................... 7172 Wolfgang Greilich .................................................. 7173 Minister Peter Beuth ..................................... 7174, 7176 Günter Rudolph ............................................. 7175, 7176 Holger Bellino ......................................................... 7176 45. Antrag der Fraktion der FDP betreffend eine Aktuelle Stunde (Hessen muss Einwande- rungsgesetz mittragen, Zuwanderung endlich nachvollziehbar steuern – schwarz-grüner Streit setzt sich fort) – Drucks. 19/4691 – ................................................7176 Abgehalten ...............................................................7183 Nicola Beer ............................................................. 7177 Corrado Di Benedetto ............................................. 7178 Alexander Bauer ..................................................... 7178 Gabriele Faulhaber .................................................. 7179 Jürgen Frömmrich ................................................... 7180 Minister Peter Beuth ............................................... 7181 Florian Rentsch ....................................................... 7182 Ausgegeben am 10. Mai 2017 Hessischer Landtag, Postfach 3240, 65022 Wiesbaden 58. Dringlicher Antrag der Fraktion der FDP be- treffend Hessen muss ein Einwanderungsge- setz mittragen – Drucks. 19/4709 – ................................................7183 Abgelehnt ................................................................7183 59. Dringlicher Entschließungsantrag der Frak- tionen der CDU und BÜNDNIS 90/DIE GRÜNEN betreffend Zuwanderungsrecht – Drucks. 19/4718 – ...............................................7183 Angenommen ...........................................................7183 Vizepräsident Frank Lortz",HATE,31,0.8529813289642334
"20. Wahlperiode 
Plenarprotokoll 20/111 

HESSISCHER LANDTAG 

14. 07. 2022 

111. Sitzung 
Wiesbaden, den 14. Juli 2022 

Amtliche Mitteilungen........................................8815 
59. 
AntragFraktion DIE LINKE

Entgegengenommen.............................................8816 

Mehr Personal an der Uniklinik Frankfurt 
Vizepräsident Frank Lortz...................................8815 
einstellen 
Holger Bellino.....................................................8815 
 Drucks. 20/8770 .............................................8825 
Jürgen Frömmrich................................................8815 

Dem Ausschuss für Wissenschaft und Kunst,

Präsidentin Astrid Wallmann...............................8937 

federführend, und dem Sozial-und Integrationspolitischen 
Ausschuss, beteiligt, überwie

76. 
Antrag Aktuelle Stunde 
sen........................................................................8832 
Fraktion der AfD 
Axel Gerntke........................................................8825

Das sogenannte Chancen-Aufenthaltsrecht 

Dr. Ralf-Norbert Bartelt.......................................8826

der Ampel  auch Schwarz-Grün in Hessen 

Claudia Papst-Dippel...........................................8827

setzt neue Anreize für Massenmigration 

Lisa Deißler.........................................................8828

 Drucks. 20/8808 .............................................8816 

Dr. Daniela Sommer............................................8829 
Abgehalten...........................................................8825 
Daniel May..........................................................8830 
Ministerin Angela Dorn.......................................8831

Robert Lambrou......................................... 
8816, 8825 
Thomas Hering....................................................8817 
Heike Hofmann (Weiterstadt)..............................8818 
78. 
Antrag Aktuelle Stunde 
Yanki Pürsün........................................................8819 
Fraktion der Freien Demokraten 
Saadet Sönmez.....................................................8821 
Staat muss als Dienstleister von Bürgerin-
Marcus Bocklet....................................................8822 
nen und Bürgern auftreten  Fehler der 
Rolf Kahnt...........................................................8823 
Grundsteuerreform aufarbeiten 
Minister Peter Beuth............................................8824 
 Drucks. 20/8819 .............................................8832 

Abgehalten...........................................................8841 

77. 
Antrag Aktuelle Stunde 
90. 
Dringlicher Antrag
Fraktion DIE LINKE 

Fraktion der Freien Demokraten 

Solidarität mit den Beschäftigten am Uni-

Staat muss als Dienstleister der Bürgerin

klinikum Frankfurt am Main  Landesre

nen und Bürger auftreten  Fehler der

gierung muss für mehr Personal sorgen 

Grundsteuerreform aufarbeiten 

 Drucks. 20/8809 .............................................8825 

 Drucks. 20/8829 .............................................8832 
Abgehalten...........................................................8832 

Dem Haushaltsausschuss überwiesen..................8841 

Ausgegeben am 16. September 2022 
Hessischer Landtag, Postfach 3240, 65022 Wiesbaden",HATE,44,0.8527615070343018
"11340 
Hessischer Landtag · 20. Wahlperiode · 138. Sitzung · 29. Juni 2023 

Frank-Peter Kaufmann.......................................11370 
Tobias Utter........................................................11370 
Dr. Ulrich Wilken...............................................11371 
Gernot Grumbach...............................................11371 
Dr. Stefan Naas..................................................11372 

70. 
Antrag Aktuelle StundeFraktion der CDU 
Sicherheit der Bürgerinnen und Bürgerdarf nicht durch Wahlkampftaktik der hessischen 
SPD gefährdet werden  Möglichkeiten 
des EuGH-Urteils endlich ausschöpfen! 
 Drucks. 20/11272 ........................................11373 
Abgehalten.........................................................11381 

Thomas Hering...................................................11373 
Torsten Felstehausen..........................................11374 
Heike Hofmann (Weiterstadt)............................11375 
Mathias Wagner (Taunus)..................................11376 
Dirk Gaw............................................................11377 
Dr. h.c. Jörg-Uwe Hahn.....................................11378 
Minister Prof. Dr. Roman Poseck......................11379 

71. 
Antrag Aktuelle StundeFraktion BÜNDNIS 90/DIE GRÜNENVeränderung schafft Sicherheit  gemeinsam 
die Herausforderungen der ökologischen 
und ökonomischen Transformation 
in Hessen meistern 
 Drucks. 20/11273 ........................................11381 
Abgehalten.........................................................11388 

Martina Feldmayer.............................................11381 
Andreas Lichert..................................................11382 
Lena Arnoldt......................................................11383 
Dr. Stefan Naas......................................11384, 11388 
Tobias Eckert......................................................11385 
Axel Gerntke......................................................11386 
Minister Tarek Al-Wazir....................................11386 

53. 
AntragFraktion DIE LINKE 
Menschenrechte verteidigen, das Recht aufAsyl bewahren und menschenwürdige Aufnahmebedingungen 
schaffen  in Hessen 
und ganz Europa!
 Drucks. 20/11221 ........................................11388 
Dem Innenausschuss überwiesen......................11406 

Elisabeth Kula........................................11388, 11393, 
11402 
Volker Richter........................................11390, 11400, 
11402 
Nadine Gersberg....................................11392, 11394 
Yanki Pürsün......................................................11394 
Thomas Hering.......................................11396, 11398, 
11405 
Heike Hofmann (Weiterstadt)................11397, 11405 
Holger Bellino........................................11398, 11405 
Mathias Wagner (Taunus)..................................11398 
Minister Peter Beuth..........................................11401 
Gernot Grumbach...............................................11404 

52. 
AntragFraktion der AfD 
Einführung eines Gebäudetyps E Drucks. 20/11220 ........................................11406 
Abgelehnt...........................................................11414 

Dimitri Schulz....................................................11406 
Jan Schalauske...................................................11408 
Elke Barth..........................................................11409 
Hildegard Förster-Heldmann.............................11410 
Dr. Stefan Naas..................................................11411 
Heiko Kasseckert...............................................11412 
Minister Tarek Al-Wazir....................................11412 

Abstimmungsliste...............................................11461 

59. 
AntragFraktion der Freien Demokraten 
Innovative Lösungen statt Verbote in der 
Wärmversorgung  Potenzial der Geothermie 
in Hessen nutzen 
 Drucks. 20/11234 ........................................11414 
Dem Ausschuss für Wirtschaft, Energie, Verkehr 
und Wohnen überwiesen............................11424 

76. 
Dringlicher EntschließungsantragFraktion der CDU, Fraktion BÜNDNIS 90/
DIE GRÜNEN 
Geothermie ist selbstverständlicher Bestandteil 
der Energiewende in Hessen Drucks. 20/11302 ........................................11414 
Dem Ausschuss für Wirtschaft, Energie, Verkehr 
und Wohnen überwiesen............................11424 

Dr. Stefan Naas......................................11414, 11424 
Axel Gerntke......................................................11416 
Kaya Kinkel.......................................................11417 
Andreas Lichert..................................................11419 
Stephan Grüger..................................................11420 

J. Michael Müller (Lahn-Dill)............................11420 
Minister Tarek Al-Wazir....................................11422 
14. 
Zweite LesungGesetzentwurf 
LandesregierungGesetz zur Änderung des Hessischen 
Gleichberechtigungsgesetzes Drucks. 20/11201 
zu Drucks. 20/9589 .......11424 
Nach zweiter Lesung dem Sozial-und Integrationspolitischen 
Ausschuss zurücküberwiesen......................................................................11434 

15. 
Zweite LesungGesetzentwurf 
Fraktion der SPD 
Gesetz zur Verwirklichung der Gleichberechtigung 
von Frauen und Männern Drucks. 20/11202 
zu Drucks. 20/10510 .....11424 
Nach zweiter Lesung dem Sozial-und Integrationspolitischen 
Ausschuss zurücküberwiesen......................................................................11434",HATE,38,0.8526160717010498
"69. Antrag der Fraktion der SPD betreffend eine
Aktuelle Stunde (Hessens Engagement bei
der Aufnahme von Flüchtlingen verstärken –
Kommunen entlasten)
– Drucks. 19/539 – ....................................................998
Abgehalten ...............................................................1004
Ernst-Ewald Roth ..................................................... 998
Astrid Wallmann ...................................................... 999
Barbara Cárdenas ................................................... 1000
René Rock .............................................................. 1000
Mürvet Öztürk ........................................................ 1001
Minister Peter Beuth ............................................... 1003
Florian Rentsch ....................................................... 1004
70. Antrag der Fraktion der CDU betreffend ei-
ne Aktuelle Stunde (Kein Aufweichen der
Stabilitätskriterien – Debatte der Sozialisten
schadet deutschen und hessischen Interessen)
– Drucks. 19/540 – .................................................1004
Abgehalten ..............................................................1010
Michael Boddenberg .................",HATE,25,0.8522027730941772
"@DrDavidBerger Einsammeln und ab nach Palästina,Demonstrierverbot für Ausländer.Was diese Moslems machen ist Landfriedensbruch.Ein Grund sie schnellstens abzuschieben!",HATE,17,0.8482970595359802
"@Frank_Pasemann Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️",HATE,20,0.8481316566467285
"@Joemino Prostituierte kann sich nicht mal ein Hartz IV leisten, Asylanten sucht euch Wichsvorlageni n Pornos!",HATE,16,0.8458687663078308
@AkifPirincci Es gibt in Deutschland nur eine Art von Flüchtling und das ist der Wirtschaftsflü. ! Alle Kriegsfl. sind durch sichere 3tstaat. gereist!,HATE,15,0.8285496830940247
@berlin2bronx @NiemaMovassat egal wenn ihr was anderes behauptet die einizge Partei die je auf Flüchtlinge schießen lies ist @dieLinke / SED,HATE,21,0.7941816449165344
"Bei den nun abgesegneten 1000 Flüchtlingen pro Monat sind die, die die BuReg in Nacht und Nebel Aktionen einfliegt aber nicht dabei.😎",HATE,22,0.740013599395752
@BILD Wenn man den Zulieferern die Preise diktiert braucht man sich nicht zu wundern wenn diese die Produktion mit Zeitarbeiter und billige Migranten ausführen lassen .Das Qualitätsmerkmal „Made in Germany“ ist passe‘ Wir sind genauso Schlecht wie die Asiaten.,HATE,39,0.7226794958114624
@Beutebadener @LeggaKnoppers @KotzenderStern Das sind keine Franzosen sondern Einwanderer aus einer kuh wird auch kein hund,HATE,16,0.7220699191093445
@PaulsGurke @66Freedom66 @HolgerEwald1 Schickt die „links-grüne“ Welt zum Mars zwecks Terraforming und die Kriminellen Asylanten gleich mit!🚀🚀🚀,HATE,17,0.7141320109367371
"Streit um Flüchtlings-Obergrenze - So könnten CDU und CSU ihr Gesicht wahren 😜 Wenn eine hässliche Fratze gemeint ist, geht`s 😜",HATE,21,0.652256190776825
