doc_id,keyword,adjective,lemma,context,context_sentiment,context_score,adj_lower
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,kriminellen,kriminell,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,kriminellen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,illegalen,illegal,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,illegalen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,kriminellen,kriminell,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,kriminellen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,unkontrollierte,unkontrolliert,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,unkontrollierte
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,illegalen,illegal,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,illegalen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,kriminellen,kriminell,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,kriminellen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,illegalen,illegal,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,illegalen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,kriminellen,kriminell,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,kriminellen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,migranten,unkontrollierte,unkontrolliert,"bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb er:  Niedrigste Kriminalitätsbelastung seit 40 Jahren  Zwei von drei Straftaten werden aufgeklärt  Weniger Wohnungseinbrüche  Weniger Straßenkriminalität  Politisch motivierte Kriminalität um 10 % gesunken Das alles ist richtig. Die Zahlen",negative,0.9213832020759584,unkontrollierte
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,migranten,illegalen,illegal,"bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb er:  Niedrigste Kriminalitätsbelastung seit 40 Jahren  Zwei von drei Straftaten werden aufgeklärt  Weniger Wohnungseinbrüche  Weniger Straßenkriminalität  Politisch motivierte Kriminalität um 10 % gesunken Das alles ist richtig. Die Zahlen",negative,0.9213832020759584,illegalen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,migranten,kriminellen,kriminell,"bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb er:  Niedrigste Kriminalitätsbelastung seit 40 Jahren  Zwei von drei Straftaten werden aufgeklärt  Weniger Wohnungseinbrüche  Weniger Straßenkriminalität  Politisch motivierte Kriminalität um 10 % gesunken Das alles ist richtig. Die Zahlen",negative,0.9213832020759584,kriminellen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,migranten,illegalen,illegal,"bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb er:  Niedrigste Kriminalitätsbelastung seit 40 Jahren  Zwei von drei Straftaten werden aufgeklärt  Weniger Wohnungseinbrüche  Weniger Straßenkriminalität  Politisch motivierte Kriminalität um 10 % gesunken Das alles ist richtig. Die Zahlen",negative,0.9213832020759584,illegalen
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,migranten,kriminellen,kriminell,"bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb er:  Niedrigste Kriminalitätsbelastung seit 40 Jahren  Zwei von drei Straftaten werden aufgeklärt  Weniger Wohnungseinbrüche  Weniger Straßenkriminalität  Politisch motivierte Kriminalität um 10 % gesunken Das alles ist richtig. Die Zahlen",negative,0.9213832020759584,kriminellen
047461152_20_2019-24_pdf_006_047461152_20_2019-24_pdf_006_0058,migration.,unkontrolliert,unkontrolliert,"Mängelverwaltung irgendwie kurieren wollen. (Beifall AfD) Das müssten insbesondere Sie von der Linkspartei doch wissen. Das hat schon in der DDR nicht funktioniert. Es wird auch hier bei uns nicht funktionieren. Das große Problem, das wir auf dem Wohnungsmarkt haben, ist doch die seit 2015 mehr oder weniger unkontrolliert stattfindende Migration. (Beifall AfD  Hermann Schaus (DIE LINKE): Da haben wir es wieder, das Thema!  Zurufe)  Da lachen Sie. Ich erkläre es Ihnen jetzt einmal, damit Sie es einmal kapieren. (Unruhe  Glockenzeichen  Jan Schalauske (DIE LINKE): Die Menschen gegeneinander ausspielen!) Sie alle haben zwei Millionen Menschen ins",negative,0.9574861526489258,unkontrolliert
047461152_20_2019-24_pdf_009_047461152_20_2019-24_pdf_009_0015,"migrationsbewegung,",falsche,falsch,"der Großstadt Frankfurt, die Sie in Deutschland bauen müssen, um diesen Leuten Wohnraum zu geben. Es ist Ihre Politik, die dazu geführt hat, dass wir am Ende da stehen, wo wir heute stehen. (Beifall AfD) Es ist die Politik völlig verfehlter Wohnraumbewirtschaftung, eine völlig falsche Rahmensetzung und letztlich auch die Migrationsbewegung, die Sie gutgeheißen haben, indem Sie die Leute ins Land gelassen haben  (Zurufe) das hat letztendlich dazu geführt, dass die deutsche Bevölkerung, die hier lebt, keine preisgünstigen Wohnungen mehr bekommt.  Vielen Dank. (Beifall AfD  Zuruf Jan Schalauske (DIE LINKE)) Präsident Boris Rhein: Vielen Dank, Herr Kollege Gagel.",negative,0.99349844455719,falsche
047461152_20_2019-24_pdf_009_047461152_20_2019-24_pdf_009_0028,asylverfahren,ausreisepflichtige,ausreisepflichtig,"und angegangen werden. Diese Menschen mit Wohlstandsversprechen nach Deutschland einzuladen und auch noch andere EU-Staaten zur Teilnahme an dieser Ansiedlung zu nötigen, ist ein völlig absurdes Vorhaben, dem sich die anderen Staaten zu Recht vehement entgegenstellen. (Turgut Yüksel (SPD): Worum geht es hier?) Behörden, Polizei und Gerichte werden durch diese Asylverfahren und importierte Kriminalität völlig überlastet. Mit Drehtüreffekt werden alle Instanzen durchlaufen, ohne Konsequenz. 700.000 Ausreisepflichtige werden nicht abgeschoben, sondern weiter alimentiert. Prof. Sinn hat die Kostenbelastung für jeden dieser verbleibenden Migranten in einem Gutachten mit 450.000  beziffert. Dem ist Prof. Raffelhüschen gefolgt, und der geht bei der Migration alleine",negative,0.9974229335784912,ausreisepflichtige
047461152_20_2019-24_pdf_009_047461152_20_2019-24_pdf_009_0028,migranten,ausreisepflichtige,ausreisepflichtig,"Staaten zu Recht vehement entgegenstellen. (Turgut Yüksel (SPD): Worum geht es hier?) Behörden, Polizei und Gerichte werden durch diese Asylverfahren und importierte Kriminalität völlig überlastet. Mit Drehtüreffekt werden alle Instanzen durchlaufen, ohne Konsequenz. 700.000 Ausreisepflichtige werden nicht abgeschoben, sondern weiter alimentiert. Prof. Sinn hat die Kostenbelastung für jeden dieser verbleibenden Migranten in einem Gutachten mit 450.000  beziffert. Dem ist Prof. Raffelhüschen gefolgt, und der geht bei der Migration alleine für das Jahr 2015 von Integrationskosten von 900 Milliarden  aus. Ihre 2.000 Stellen für Richter und Staatsanwälte sind kein geeigneter Beitrag, die kollektive Verwahrlosung dieses Landes aufzuhalten. Sie sind bestenfalls",negative,0.986317217350006,ausreisepflichtige
047461152_20_2019-24_pdf_009_047461152_20_2019-24_pdf_009_0028,migration,ausreisepflichtige,ausreisepflichtig,"diese Asylverfahren und importierte Kriminalität völlig überlastet. Mit Drehtüreffekt werden alle Instanzen durchlaufen, ohne Konsequenz. 700.000 Ausreisepflichtige werden nicht abgeschoben, sondern weiter alimentiert. Prof. Sinn hat die Kostenbelastung für jeden dieser verbleibenden Migranten in einem Gutachten mit 450.000  beziffert. Dem ist Prof. Raffelhüschen gefolgt, und der geht bei der Migration alleine für das Jahr 2015 von Integrationskosten von 900 Milliarden  aus. Ihre 2.000 Stellen für Richter und Staatsanwälte sind kein geeigneter Beitrag, die kollektive Verwahrlosung dieses Landes aufzuhalten. Sie sind bestenfalls ein Tropfen auf den heißen Stein. (Vereinzelter Beifall AfD  Wortmeldung Heike Hofmann (Weiterstadt) (SPD)) Vizepräsident Frank Lortz:",negative,0.9958855509757996,ausreisepflichtige
047461152_20_2019-24_pdf_009_047461152_20_2019-24_pdf_009_0038,flüchtlinge,straffällig,straffällig,"vielen Außengrenzen, die sich Deutschland mit Nicht-EU-Ländern teilt  beispielsweise mit der Schweiz , wirkt diese Regelung auf mich eher obsolet und unsolidarisch. (Vereinzelter Beifall SPD und DIE LINKE) Im Verfahren bedeutet diese Regelung für uns aber auch, dass die Zuständigkeit in solchen Fällen direkt beim Bundesamt für Migration und Flüchtlinge liegt und wir somit nicht zuständig sind. Im Anschluss an eine Asylpetition, die nach Sach-und Rechtslage abgeschlossen werden muss, bietet die Härtefallkommission, wenn die Petentin oder der Petent ihren bzw. seinen Lebensunterhalt in Deutschland selbst bestreiten kann, nicht straffällig geworden und gut integriert ist, die Möglichkeit, einen vermeintlich eindeutigen Sachverhalt",negative,0.503756046295166,straffällig
047461152_20_2019-24_pdf_011_047461152_20_2019-24_pdf_011_0041,flüchtlinge,illegale,illegal,"keine Grenzkontrollen innerhalb der EU gibt. Dazu ist es allerdings nötig, dass die Außengrenzen besser gesichert werden. (Zurufe AfD: Hört, hört!) Daher wollen wir zusätzliche Grenzschützer einsetzen, um unsere Außengrenzen besser zu schützen, um illegale Migration zu verhindern. Wir wollen allerdings auch, dass es Solidarität bei der Frage gibt, wie Flüchtlinge untereinander aufgeteilt werden. Wir wollen, dass die EU die Ursachen der Flucht und Vertreibung bekämpft und dass es geregeltere Verfahren der Einwanderung gibt. Wir wollen ein europäisches FBI  wir wollen nämlich effektiv Terrorismus und organisierte Kriminalität bekämpfen. Kleinlicher Nationalismus schadet hier nur. Wir brauchen gemeinsame Ermittlerteams, die alle Informationen",negative,0.6658900380134583,illegale
047461152_20_2019-24_pdf_011_047461152_20_2019-24_pdf_011_0041,flucht,illegale,illegal,"die Außengrenzen besser gesichert werden. (Zurufe AfD: Hört, hört!) Daher wollen wir zusätzliche Grenzschützer einsetzen, um unsere Außengrenzen besser zu schützen, um illegale Migration zu verhindern. Wir wollen allerdings auch, dass es Solidarität bei der Frage gibt, wie Flüchtlinge untereinander aufgeteilt werden. Wir wollen, dass die EU die Ursachen der Flucht und Vertreibung bekämpft und dass es geregeltere Verfahren der Einwanderung gibt. Wir wollen ein europäisches FBI  wir wollen nämlich effektiv Terrorismus und organisierte Kriminalität bekämpfen. Kleinlicher Nationalismus schadet hier nur. Wir brauchen gemeinsame Ermittlerteams, die alle Informationen über Straftäter und radikalisierte Personen zusammenführen. Dadurch ermöglichen wir es den nationalen",negative,0.8145155906677246,illegale
