doc_id,keyword,adjective,lemma,context,context_sentiment,context_score,CDU,SPD,GRUENE,FDP,LINKE,AfD
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0031,asylablehnung,ausreisepflichtigen,ausreisepflichtig,"am Rande das Strafrecht und die Abschiebungen. Ich verstehe, dass Sie dazu nicht ausführlicher berichten; denn im letzten Jahr haben Sie und Ihr Innenminister Beuth von derzeit rund 10.000 ausreisepflichtigen Ausländern in Hessen nur 1.754 Migranten abgeschoben. Sie wollen im Grunde genommen auch nicht mehr abschieben. Lieber erteilen Sie trotz Asylablehnung eine Duldung nach der anderen. (Beifall AfD) Sie geben zu, dass Sie sich nicht einmal auf eine bescheidene Erweiterung des Kreises der sicheren Herkunftsstaaten mit Ihrem Koalitionspartner, den GRÜNEN, einigen können. Das bedeutet, dass Sie im Bundesrat praktisch ein Veto gegen eine Ausweitung der sicheren Herkunftsstaaten einlegen und der Bevölkerung,",negative,0.9485198259353638,False,False,True,False,False,True
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0031,asylablehnung,sicheren,sicher,"am Rande das Strafrecht und die Abschiebungen. Ich verstehe, dass Sie dazu nicht ausführlicher berichten; denn im letzten Jahr haben Sie und Ihr Innenminister Beuth von derzeit rund 10.000 ausreisepflichtigen Ausländern in Hessen nur 1.754 Migranten abgeschoben. Sie wollen im Grunde genommen auch nicht mehr abschieben. Lieber erteilen Sie trotz Asylablehnung eine Duldung nach der anderen. (Beifall AfD) Sie geben zu, dass Sie sich nicht einmal auf eine bescheidene Erweiterung des Kreises der sicheren Herkunftsstaaten mit Ihrem Koalitionspartner, den GRÜNEN, einigen können. Das bedeutet, dass Sie im Bundesrat praktisch ein Veto gegen eine Ausweitung der sicheren Herkunftsstaaten einlegen und der Bevölkerung,",negative,0.9485198259353638,False,False,True,False,False,True
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0031,asylablehnung,sicheren,sicher,"am Rande das Strafrecht und die Abschiebungen. Ich verstehe, dass Sie dazu nicht ausführlicher berichten; denn im letzten Jahr haben Sie und Ihr Innenminister Beuth von derzeit rund 10.000 ausreisepflichtigen Ausländern in Hessen nur 1.754 Migranten abgeschoben. Sie wollen im Grunde genommen auch nicht mehr abschieben. Lieber erteilen Sie trotz Asylablehnung eine Duldung nach der anderen. (Beifall AfD) Sie geben zu, dass Sie sich nicht einmal auf eine bescheidene Erweiterung des Kreises der sicheren Herkunftsstaaten mit Ihrem Koalitionspartner, den GRÜNEN, einigen können. Das bedeutet, dass Sie im Bundesrat praktisch ein Veto gegen eine Ausweitung der sicheren Herkunftsstaaten einlegen und der Bevölkerung,",negative,0.9485198259353638,False,False,True,False,False,True
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0047,flüchtlinge,aktuell,aktuell,"anstatt Konsequenzen zu ziehen, bleibt Herr Beuth Innenminister. Das ist der Mann, der nicht in der Lage war, ein verfassungsgemäßes Landtagswahlgesetz vorzulegen. Gerade gestern hat ihm das Bundesverfassungsgericht wieder einmal ein Überwachungsgesetz kassiert. (Thorsten Schäfer-Gümbel (SPD): Nein, das war von Herrn Bouffier!) Er hat sich in einer Büttenrede über minderjährige Flüchtlinge lustig gemacht. Er hat bei der Aufklärung der NSU- Vorfälle gemauert. Jetzt klärt er aktuell wieder nicht auf. Herr Beuth hat es nicht einmal für nötig gehalten, das Parlament darüber zu informieren, dass es in Hessen eine Morddrohung gibt, die mit NSU 2.0 unterschrieben ist. Dann ergab sich bei den",negative,0.9025602340698242,False,True,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0050,flüchtlingszahlen,politischen,politisch,"sie aufnehmen wollte. Über 170 Menschen sind in nur einer Januarwoche ertrunken. Nein, das ist kein tragisches Unglück. Das ist leider die Folge von politischen Entscheidungen. Wer Europa abschottet, wer Seenotretter kriminalisiert und behindert, der nimmt bewusst in Kauf, dass immer mehr Menschen sterben, während sich der Bundesinnenminister über sinkende Flüchtlingszahlen in Deutschland freut. Das Bekenntnis zum Schutz der europäischen Außengrenzen findet sich auch im schwarz-grünen Koalitionsvertrag. Wir begrüßen sehr, dass die GRÜNEN darauf bestanden haben, dass die Landesregierung der Ausweitung der Liste",negative,0.933013916015625,False,False,True,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0050,flüchtlingszahlen,sinkende,sinkend,"sie aufnehmen wollte. Über 170 Menschen sind in nur einer Januarwoche ertrunken. Nein, das ist kein tragisches Unglück. Das ist leider die Folge von politischen Entscheidungen. Wer Europa abschottet, wer Seenotretter kriminalisiert und behindert, der nimmt bewusst in Kauf, dass immer mehr Menschen sterben, während sich der Bundesinnenminister über sinkende Flüchtlingszahlen in Deutschland freut. Das Bekenntnis zum Schutz der europäischen Außengrenzen findet sich auch im schwarz-grünen Koalitionsvertrag. Wir begrüßen sehr, dass die GRÜNEN darauf bestanden haben, dass die Landesregierung der Ausweitung der Liste",negative,0.933013916015625,False,False,True,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0050,flüchtlingszahlen,europäischen,europäisch,"sie aufnehmen wollte. Über 170 Menschen sind in nur einer Januarwoche ertrunken. Nein, das ist kein tragisches Unglück. Das ist leider die Folge von politischen Entscheidungen. Wer Europa abschottet, wer Seenotretter kriminalisiert und behindert, der nimmt bewusst in Kauf, dass immer mehr Menschen sterben, während sich der Bundesinnenminister über sinkende Flüchtlingszahlen in Deutschland freut. Das Bekenntnis zum Schutz der europäischen Außengrenzen findet sich auch im schwarz-grünen Koalitionsvertrag. Wir begrüßen sehr, dass die GRÜNEN darauf bestanden haben, dass die Landesregierung der Ausweitung der Liste",negative,0.933013916015625,False,False,True,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,asylsuchende,sicheren,sicher,"Opposition in diesen Ländern in den Rücken. Gerade sind in Marokko vier Aktivisten zu 20 Jahren Haft verurteilt worden. Warum?  Weil sie gegen Arbeitslosigkeit, gegen schlechte Gesundheitsversorgung und Korruption protestiert haben. Nein, solche Länder werden nicht per Beschluss zu sicheren Ländern. Aber Sie schwächen die Opposition, und Sie setzen Asylsuchende einer Beweislastumkehr aus, die überhaupt nicht vertretbar ist. Deswegen: Bleiben Sie bei einem Nein zur Erweiterung der Liste der sicheren Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der",negative,0.9638354778289795,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,asylsuchende,sicheren,sicher,"Opposition in diesen Ländern in den Rücken. Gerade sind in Marokko vier Aktivisten zu 20 Jahren Haft verurteilt worden. Warum?  Weil sie gegen Arbeitslosigkeit, gegen schlechte Gesundheitsversorgung und Korruption protestiert haben. Nein, solche Länder werden nicht per Beschluss zu sicheren Ländern. Aber Sie schwächen die Opposition, und Sie setzen Asylsuchende einer Beweislastumkehr aus, die überhaupt nicht vertretbar ist. Deswegen: Bleiben Sie bei einem Nein zur Erweiterung der Liste der sicheren Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der",negative,0.9638354778289795,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,asylsuchende,falsch,falsch,"Opposition in diesen Ländern in den Rücken. Gerade sind in Marokko vier Aktivisten zu 20 Jahren Haft verurteilt worden. Warum?  Weil sie gegen Arbeitslosigkeit, gegen schlechte Gesundheitsversorgung und Korruption protestiert haben. Nein, solche Länder werden nicht per Beschluss zu sicheren Ländern. Aber Sie schwächen die Opposition, und Sie setzen Asylsuchende einer Beweislastumkehr aus, die überhaupt nicht vertretbar ist. Deswegen: Bleiben Sie bei einem Nein zur Erweiterung der Liste der sicheren Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der",negative,0.9638354778289795,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flüchtling,falsch,falsch,"Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der Stelle vielleicht einmal deutlich machen, wie freiwillig diese Ausreisen sind. Ein afghanischer Schüler, der vor zwei Jahren als unbegleiteter minderjähriger Flüchtling nach Deutschland kam, hat kurz nach seinem 18. Geburtstag ein Schreiben vom Regierungspräsidium Darmstadt bekommen mit dem Betreff: Ausreise aus der Bundesrepublik Deutschland. Darin heißt es: Das Bundesamt für Migration und Flüchtlinge hat Ihren Asylantrag abgelehnt. Ich gebe Ihnen hiermit Gelegenheit, sich wegen einer freiwilligen Ausreise mit mir in Verbindung",negative,0.9692575335502625,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flüchtling,kurz,kurz,"Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der Stelle vielleicht einmal deutlich machen, wie freiwillig diese Ausreisen sind. Ein afghanischer Schüler, der vor zwei Jahren als unbegleiteter minderjähriger Flüchtling nach Deutschland kam, hat kurz nach seinem 18. Geburtstag ein Schreiben vom Regierungspräsidium Darmstadt bekommen mit dem Betreff: Ausreise aus der Bundesrepublik Deutschland. Darin heißt es: Das Bundesamt für Migration und Flüchtlinge hat Ihren Asylantrag abgelehnt. Ich gebe Ihnen hiermit Gelegenheit, sich wegen einer freiwilligen Ausreise mit mir in Verbindung",negative,0.9692575335502625,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flüchtling,abgelehnt,abgelehnt,"Herkunftsstaaten, weil dieses ganze Prinzip völlig falsch ist. (Beifall DIE LINKE) Herr Ministerpräsident, Sie haben davon gesprochen, dass die freiwilligen Ausreisen immer der Abschiebung vorzuziehen seien. Ich will an der Stelle vielleicht einmal deutlich machen, wie freiwillig diese Ausreisen sind. Ein afghanischer Schüler, der vor zwei Jahren als unbegleiteter minderjähriger Flüchtling nach Deutschland kam, hat kurz nach seinem 18. Geburtstag ein Schreiben vom Regierungspräsidium Darmstadt bekommen mit dem Betreff: Ausreise aus der Bundesrepublik Deutschland. Darin heißt es: Das Bundesamt für Migration und Flüchtlinge hat Ihren Asylantrag abgelehnt. Ich gebe Ihnen hiermit Gelegenheit, sich wegen einer freiwilligen Ausreise mit mir in Verbindung",negative,0.9692575335502625,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,migration,kurz,kurz,"Stelle vielleicht einmal deutlich machen, wie freiwillig diese Ausreisen sind. Ein afghanischer Schüler, der vor zwei Jahren als unbegleiteter minderjähriger Flüchtling nach Deutschland kam, hat kurz nach seinem 18. Geburtstag ein Schreiben vom Regierungspräsidium Darmstadt bekommen mit dem Betreff: Ausreise aus der Bundesrepublik Deutschland. Darin heißt es: Das Bundesamt für Migration und Flüchtlinge hat Ihren Asylantrag abgelehnt. Ich gebe Ihnen hiermit Gelegenheit, sich wegen einer freiwilligen Ausreise mit mir in Verbindung zu setzen. Sollte bis zum 02.12.2018 keine Kontaktaufnahme erfolgen, gehe ich davon aus, dass an einer freiwilligen Ausreise kein Interesse besteht. Ich werde sodann ohne erneute Ankündigung die Abschiebung betreiben.",negative,0.8601654767990112,False,False,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,migration,abgelehnt,abgelehnt,"Stelle vielleicht einmal deutlich machen, wie freiwillig diese Ausreisen sind. Ein afghanischer Schüler, der vor zwei Jahren als unbegleiteter minderjähriger Flüchtling nach Deutschland kam, hat kurz nach seinem 18. Geburtstag ein Schreiben vom Regierungspräsidium Darmstadt bekommen mit dem Betreff: Ausreise aus der Bundesrepublik Deutschland. Darin heißt es: Das Bundesamt für Migration und Flüchtlinge hat Ihren Asylantrag abgelehnt. Ich gebe Ihnen hiermit Gelegenheit, sich wegen einer freiwilligen Ausreise mit mir in Verbindung zu setzen. Sollte bis zum 02.12.2018 keine Kontaktaufnahme erfolgen, gehe ich davon aus, dass an einer freiwilligen Ausreise kein Interesse besteht. Ich werde sodann ohne erneute Ankündigung die Abschiebung betreiben.",negative,0.8601654767990112,False,False,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flucht,alt,alt,"Könnte mir jemand erklären, was daran freiwillig sein soll? Was ist daran freiwillig, zu sagen: Entweder du verlässt dieses Land, oder wir schieben dich ab? Wer um alles in der Welt sitzt in einer Behörde und handelt so unmenschlich, einem gerade erst 18 Jahre alt Gewordenen, der eine fast einjährige Flucht hinter sich hat, der von seinen Eltern getrennt wurde und traumatisiert ist, ein solches Schreiben in die Hand zu drücken? Ich brauche Ihnen wohl nicht zu sagen, dass dieser junge Mann, der in Deutschland zur Schule geht, der Deutsch gelernt hat, der Freunde gefunden hat, seither in dauernder Angst lebt.",negative,0.9944943785667419,False,False,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flucht,junge,jung,"Könnte mir jemand erklären, was daran freiwillig sein soll? Was ist daran freiwillig, zu sagen: Entweder du verlässt dieses Land, oder wir schieben dich ab? Wer um alles in der Welt sitzt in einer Behörde und handelt so unmenschlich, einem gerade erst 18 Jahre alt Gewordenen, der eine fast einjährige Flucht hinter sich hat, der von seinen Eltern getrennt wurde und traumatisiert ist, ein solches Schreiben in die Hand zu drücken? Ich brauche Ihnen wohl nicht zu sagen, dass dieser junge Mann, der in Deutschland zur Schule geht, der Deutsch gelernt hat, der Freunde gefunden hat, seither in dauernder Angst lebt.",negative,0.9944943785667419,False,False,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0051,flucht,deutsch,deutsch,"Könnte mir jemand erklären, was daran freiwillig sein soll? Was ist daran freiwillig, zu sagen: Entweder du verlässt dieses Land, oder wir schieben dich ab? Wer um alles in der Welt sitzt in einer Behörde und handelt so unmenschlich, einem gerade erst 18 Jahre alt Gewordenen, der eine fast einjährige Flucht hinter sich hat, der von seinen Eltern getrennt wurde und traumatisiert ist, ein solches Schreiben in die Hand zu drücken? Ich brauche Ihnen wohl nicht zu sagen, dass dieser junge Mann, der in Deutschland zur Schule geht, der Deutsch gelernt hat, der Freunde gefunden hat, seither in dauernder Angst lebt.",negative,0.9944943785667419,False,False,False,False,False,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0058,asyl-,viele,viel,"Artikel in der FAZ vom letzten Wochenende. Darin war von Salonsozialisten die Rede. Ich hätte jeden Satz in diesem Artikel unterstreichen können. Der Autor hat die Auffassung vertreten, dass sich ziemlich viele der linken Ideologen, allen voran Sahra Wagenknecht, ausschließlich mit den schönen und zugegebenermaßen auch notwendigen Dingen  Stichwort: Asyl- und Flüchtlingspolitik  befassen, sodass andere Themen nicht mehr vorkommen. Beim Thema Flughafen kommen bei Ihnen, Frau Wissler, die vielen Tausend Arbeitnehmerinnen und Arbeitnehmer nach meiner Wahrnehmung nicht vor. (Janine Wissler (DIE LINKE): Wie bitte?)  Nein, die kommen bei Ihnen nicht vor. Bei Ihnen kommt nur vor, dass Sie",negative,0.8829066157341003,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0058,asyl-,notwendigen,notwendig,"Artikel in der FAZ vom letzten Wochenende. Darin war von Salonsozialisten die Rede. Ich hätte jeden Satz in diesem Artikel unterstreichen können. Der Autor hat die Auffassung vertreten, dass sich ziemlich viele der linken Ideologen, allen voran Sahra Wagenknecht, ausschließlich mit den schönen und zugegebenermaßen auch notwendigen Dingen  Stichwort: Asyl- und Flüchtlingspolitik  befassen, sodass andere Themen nicht mehr vorkommen. Beim Thema Flughafen kommen bei Ihnen, Frau Wissler, die vielen Tausend Arbeitnehmerinnen und Arbeitnehmer nach meiner Wahrnehmung nicht vor. (Janine Wissler (DIE LINKE): Wie bitte?)  Nein, die kommen bei Ihnen nicht vor. Bei Ihnen kommt nur vor, dass Sie",negative,0.8829066157341003,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0058,asyl-,vielen,viel,"Artikel in der FAZ vom letzten Wochenende. Darin war von Salonsozialisten die Rede. Ich hätte jeden Satz in diesem Artikel unterstreichen können. Der Autor hat die Auffassung vertreten, dass sich ziemlich viele der linken Ideologen, allen voran Sahra Wagenknecht, ausschließlich mit den schönen und zugegebenermaßen auch notwendigen Dingen  Stichwort: Asyl- und Flüchtlingspolitik  befassen, sodass andere Themen nicht mehr vorkommen. Beim Thema Flughafen kommen bei Ihnen, Frau Wissler, die vielen Tausend Arbeitnehmerinnen und Arbeitnehmer nach meiner Wahrnehmung nicht vor. (Janine Wissler (DIE LINKE): Wie bitte?)  Nein, die kommen bei Ihnen nicht vor. Bei Ihnen kommt nur vor, dass Sie",negative,0.8829066157341003,False,False,False,False,True,False
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0058,flüchtlingspolitik,viele,viel,"der FAZ vom letzten Wochenende. Darin war von Salonsozialisten die Rede. Ich hätte jeden Satz in diesem Artikel unterstreichen können. Der Autor hat die Auffassung vertreten, dass sich ziemlich viele der linken Ideologen, allen voran Sahra Wagenknecht, ausschließlich mit den schönen und zugegebenermaßen auch notwendigen Dingen  Stichwort: Asyl- und Flüchtlingspolitik  befassen, sodass andere Themen nicht mehr vorkommen. Beim Thema Flughafen kommen bei Ihnen, Frau Wissler, die vielen Tausend Arbeitnehmerinnen und Arbeitnehmer nach meiner Wahrnehmung nicht vor. (Janine Wissler (DIE LINKE): Wie bitte?)  Nein, die kommen bei Ihnen nicht vor. Bei Ihnen kommt nur vor, dass Sie die Zahl",negative,0.9417458772659302,False,False,False,False,True,False
