doc_id,keyword,adjective,lemma,context,context_sentiment,context_score,CDU,SPD,GRUENE,FDP,LINKE,AfD,date,year,year_month
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0031,asylablehnung,sicheren,sicher,"am Rande das Strafrecht und die Abschiebungen. Ich verstehe, dass Sie dazu nicht ausführlicher berichten; denn im letzten Jahr haben Sie und Ihr Innenminister Beuth von derzeit rund 10.000 ausreisepflichtigen Ausländern in Hessen nur 1.754 Migranten abgeschoben. Sie wollen im Grunde genommen auch nicht mehr abschieben. Lieber erteilen Sie trotz Asylablehnung eine Duldung nach der anderen. (Beifall AfD) Sie geben zu, dass Sie sich nicht einmal auf eine bescheidene Erweiterung des Kreises der sicheren Herkunftsstaaten mit Ihrem Koalitionspartner, den GRÜNEN, einigen können. Das bedeutet, dass Sie im Bundesrat praktisch ein Veto gegen eine Ausweitung der sicheren Herkunftsstaaten einlegen und der Bevölkerung,",negative,0.9485198259353638,False,False,True,False,False,True,2019-02-06,2019,2019-02
047461152_20_2019-24_pdf_003_047461152_20_2019-24_pdf_003_0031,asylablehnung,sicheren,sicher,"am Rande das Strafrecht und die Abschiebungen. Ich verstehe, dass Sie dazu nicht ausführlicher berichten; denn im letzten Jahr haben Sie und Ihr Innenminister Beuth von derzeit rund 10.000 ausreisepflichtigen Ausländern in Hessen nur 1.754 Migranten abgeschoben. Sie wollen im Grunde genommen auch nicht mehr abschieben. Lieber erteilen Sie trotz Asylablehnung eine Duldung nach der anderen. (Beifall AfD) Sie geben zu, dass Sie sich nicht einmal auf eine bescheidene Erweiterung des Kreises der sicheren Herkunftsstaaten mit Ihrem Koalitionspartner, den GRÜNEN, einigen können. Das bedeutet, dass Sie im Bundesrat praktisch ein Veto gegen eine Ausweitung der sicheren Herkunftsstaaten einlegen und der Bevölkerung,",negative,0.9485198259353638,False,False,True,False,False,True,2019-02-06,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylrechts.,sichere,sicher,"Genau das müssen wir ändern. (Holger Bellino (CDU): Das gilt doch immer!)  Nein, Herr Bellino, für Straftäter eben nicht, und das wissen Sie ganz genau. Deswegen brauchen wir die Maghrebstaaten als sichere Herkunftsländer. (Beifall Freie Demokraten und AfD) Liebe GRÜNE, ich verstehe ja Ihre Sorge vor einer Aushöhlung des Asylrechts. Aber die Erfahrungen mit der Ausweisung der Westbalkanstaaten als sichere Herkunftsstaaten zeigt doch, dass es genau dort gelungen ist, die Rückführungen zu beschleunigen, ohne dass die berechtigten Anträge in Zweifel gezogen werden. Genau dort ist es doch gelungen. Warum blockieren Sie es an weiteren Stellen, wenn alle Erfahrungen dies doch",negative,0.7310402989387512,True,False,True,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylrechts.,sichere,sicher,"Genau das müssen wir ändern. (Holger Bellino (CDU): Das gilt doch immer!)  Nein, Herr Bellino, für Straftäter eben nicht, und das wissen Sie ganz genau. Deswegen brauchen wir die Maghrebstaaten als sichere Herkunftsländer. (Beifall Freie Demokraten und AfD) Liebe GRÜNE, ich verstehe ja Ihre Sorge vor einer Aushöhlung des Asylrechts. Aber die Erfahrungen mit der Ausweisung der Westbalkanstaaten als sichere Herkunftsstaaten zeigt doch, dass es genau dort gelungen ist, die Rückführungen zu beschleunigen, ohne dass die berechtigten Anträge in Zweifel gezogen werden. Genau dort ist es doch gelungen. Warum blockieren Sie es an weiteren Stellen, wenn alle Erfahrungen dies doch",negative,0.7310402989387512,True,False,True,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylrechts.,berechtigten,berechtigt,"Genau das müssen wir ändern. (Holger Bellino (CDU): Das gilt doch immer!)  Nein, Herr Bellino, für Straftäter eben nicht, und das wissen Sie ganz genau. Deswegen brauchen wir die Maghrebstaaten als sichere Herkunftsländer. (Beifall Freie Demokraten und AfD) Liebe GRÜNE, ich verstehe ja Ihre Sorge vor einer Aushöhlung des Asylrechts. Aber die Erfahrungen mit der Ausweisung der Westbalkanstaaten als sichere Herkunftsstaaten zeigt doch, dass es genau dort gelungen ist, die Rückführungen zu beschleunigen, ohne dass die berechtigten Anträge in Zweifel gezogen werden. Genau dort ist es doch gelungen. Warum blockieren Sie es an weiteren Stellen, wenn alle Erfahrungen dies doch",negative,0.7310402989387512,True,False,True,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylbewerbern,hohe,hoch,"Rückführungen aufgrund verkürzter Klage-und Ausreisefristen erleichtert. Meine Damen, meine Herren, jedem von uns müsste doch eines klar sein: Eine Rückführung kann nur dann greifen, wenn diese Staaten die Menschen auch zurücknehmen. (Beifall AfD) Die hohe Quote der Duldung von Migranten belegt anschaulich, wie ungelöst die Problematik der Rücknahme von abgelehnten Asylbewerbern ist. In Deutschland wird seitens der etablierten Parteien immer einzig von der Verantwortung der Deutschen gesprochen, nicht aber von der Verantwortung der Politiker vieler Länder, aus denen Menschen migrieren; und somit gibt es keinerlei Druck auf diese Länder, ihre eigene Politik zu verändern und für ihre Einwohner Perspektiven zu schaffen.",negative,0.9407944679260254,False,False,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylbewerbern,abgelehnten,abgelehnt,"Rückführungen aufgrund verkürzter Klage-und Ausreisefristen erleichtert. Meine Damen, meine Herren, jedem von uns müsste doch eines klar sein: Eine Rückführung kann nur dann greifen, wenn diese Staaten die Menschen auch zurücknehmen. (Beifall AfD) Die hohe Quote der Duldung von Migranten belegt anschaulich, wie ungelöst die Problematik der Rücknahme von abgelehnten Asylbewerbern ist. In Deutschland wird seitens der etablierten Parteien immer einzig von der Verantwortung der Deutschen gesprochen, nicht aber von der Verantwortung der Politiker vieler Länder, aus denen Menschen migrieren; und somit gibt es keinerlei Druck auf diese Länder, ihre eigene Politik zu verändern und für ihre Einwohner Perspektiven zu schaffen.",negative,0.9407944679260254,False,False,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylbewerbern,deutschen,deutsch,"Rückführungen aufgrund verkürzter Klage-und Ausreisefristen erleichtert. Meine Damen, meine Herren, jedem von uns müsste doch eines klar sein: Eine Rückführung kann nur dann greifen, wenn diese Staaten die Menschen auch zurücknehmen. (Beifall AfD) Die hohe Quote der Duldung von Migranten belegt anschaulich, wie ungelöst die Problematik der Rücknahme von abgelehnten Asylbewerbern ist. In Deutschland wird seitens der etablierten Parteien immer einzig von der Verantwortung der Deutschen gesprochen, nicht aber von der Verantwortung der Politiker vieler Länder, aus denen Menschen migrieren; und somit gibt es keinerlei Druck auf diese Länder, ihre eigene Politik zu verändern und für ihre Einwohner Perspektiven zu schaffen.",negative,0.9407944679260254,False,False,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0013,asylbewerbern,vieler,viel,"Rückführungen aufgrund verkürzter Klage-und Ausreisefristen erleichtert. Meine Damen, meine Herren, jedem von uns müsste doch eines klar sein: Eine Rückführung kann nur dann greifen, wenn diese Staaten die Menschen auch zurücknehmen. (Beifall AfD) Die hohe Quote der Duldung von Migranten belegt anschaulich, wie ungelöst die Problematik der Rücknahme von abgelehnten Asylbewerbern ist. In Deutschland wird seitens der etablierten Parteien immer einzig von der Verantwortung der Deutschen gesprochen, nicht aber von der Verantwortung der Politiker vieler Länder, aus denen Menschen migrieren; und somit gibt es keinerlei Druck auf diese Länder, ihre eigene Politik zu verändern und für ihre Einwohner Perspektiven zu schaffen.",negative,0.9407944679260254,False,False,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0025,asylindustrie,soziale,sozial,"Rente ist kein Almosen. Das muss man hier einfach einmal betonen. So sieht die AfD die soziale Gerechtigkeit und die Solidarität in einer Gesellschaft. Sie dagegen sind eine treibende Kraft der merkelschen Politik, die zu unser aller Schaden ungezählte Milliarden Euro Steuergeld in die sogenannte Euro-Rettung, die Energiewende und die Asylindustrie abfließen lässt. (Beifall AfD) Damit erzeugen Sie die klassische keynesianische Scheinkonjunktur und Fehlallokation. Abgesehen von einem schwarz-gelben Intermezzo ist die SPD schon seit 20 Jahren in der Bundesregierung vertreten. Altersarmut und Abstiegsängste haben eine Ursache, liebe Sozialdemokraten. (Beifall AfD) Die Bürger haben nicht vergessen, wie Sie nach einer langen Kohl-Ära",negative,0.920099437236786,False,True,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_004_047461152_20_2019-24_pdf_004_0025,asylindustrie,langen,lang,"Rente ist kein Almosen. Das muss man hier einfach einmal betonen. So sieht die AfD die soziale Gerechtigkeit und die Solidarität in einer Gesellschaft. Sie dagegen sind eine treibende Kraft der merkelschen Politik, die zu unser aller Schaden ungezählte Milliarden Euro Steuergeld in die sogenannte Euro-Rettung, die Energiewende und die Asylindustrie abfließen lässt. (Beifall AfD) Damit erzeugen Sie die klassische keynesianische Scheinkonjunktur und Fehlallokation. Abgesehen von einem schwarz-gelben Intermezzo ist die SPD schon seit 20 Jahren in der Bundesregierung vertreten. Altersarmut und Abstiegsängste haben eine Ursache, liebe Sozialdemokraten. (Beifall AfD) Die Bürger haben nicht vergessen, wie Sie nach einer langen Kohl-Ära",negative,0.920099437236786,False,True,False,False,False,True,2019-02-07,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,unkontrollierte,unkontrolliert,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,gut,gut,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,illegalen,illegal,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,kriminellen,kriminell,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,sicher,sicher,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,illegalen,illegal,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,einwanderung,kriminellen,kriminell,"was glänzt, wie die unerfreuliche Zunahme der Zahl gewalttätiger Angriffe auf Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth",negative,0.8601800203323364,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,unkontrollierte,unkontrolliert,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,True,False,True,False,False,True,2019-02-26,2019,2019-02
047461152_20_2019-24_pdf_005_047461152_20_2019-24_pdf_005_0028,ausländern,gut,gut,"Polizisten, Feuerwehrleute und Rettungskräfte, werden mit vollmundigen Ankündigungen und Floskeln wie Schaffung strengerer Gesetze, härtere Strafen, konsequentes Handeln und aufenthaltsbeendende Maßnahmen klein- und schöngeredet. Glaubhaft ist das natürlich nicht, wie die CDU seit Jahren bundesweit beweist. Offene Grenzen, unkontrollierte Einwanderung und so gut wie keine Abschiebungen von illegalen oder kriminellen Ausländern sind ein Beleg dafür. (Beifall AfD und Alexandra Walter (fraktionslos)) Machen wir uns nichts vor: Der grüne Regierungspartner der CDU wird es sicher verstehen, insbesondere die Aussagen bezüglich Abschiebungen von illegalen oder kriminellen Migranten zu relativieren. Dennoch: Innenminister Beuth konnte anhand der Kriminalstatistik tatsächlich Erfreuliches verkünden. In seiner Pressemeldung schrieb",negative,0.7457781434059143,True,False,True,False,False,True,2019-02-26,2019,2019-02
