text,label
"4775 Eve Kühne-Hörmann . . . . . . . . . . . . . . . . 4776 Nicola Beer . . . . . . . . . . . . . . . . . . . . . . 4776 Minister Udo Corts . . . . . . . . . . . . . . . . . 4777 Präsident Norbert Kartmann . . . . . . . . . . . . 4778 12. Bericht des Landesschuldenausschusses nach § 6 Abs. 2 des Gesetzes über Aufnahme und Verwal- tung von Schulden des Landes Hessen vom 4. Juli 1949 (GVBl. S 93); hier: 53. Bericht über die Prü- fung der Schulden im Haushaltsjahr 2002 – Drucks. 16/3824 – . . . . . . . . . . . . . . . . . 4778 Zustimmend zur Kenntnis genommen . . . . . . . 4778 Präsident Norbert Kartmann . . . . . . . . . . . . 4778 Hessischer Landtag · 16.Wahlperiode · 69. Sitzung · 28.April 2005 III Seite Seite 35. Beschlussempfehlung und Bericht des Rechtsaus- schusses zu dem Antrag der Fraktion der CDU be- treffend Zusatzprotokoll zur UN-Anti-Folter-Kon- vention – Drucks. 16/3725 zu Drucks. 16/3636 – . . . . . . 4778 Beschlussempfehlung angenommen . . . . . . . . 4778 Präsident Norbert Kartmann . . . . . . . . . . . . 4778 36. Beschlussempfehlung und Bericht des Rechtsaus- schusses zu dem Dringlichen Antrag der Fraktio- nen der SPD, BÜNDNIS 90/DIE GRÜNEN und der FDP betreffend Folter ächten und bekämpfen – Ratifikation des Zusatzprotokolls zur UN-Anti- Folter-Konvention vorantreiben – Drucks. 16/3726 zu Drucks. 16/3673 – . . . . . . 4778 Beschlussempfehlung angenommen . . . . . . . . 4778 Präsident Norbert Kartmann . . . . . . . . . . . . 4778 63. Beschlussempfehlung und Bericht des Ausschusses für Umwelt, ländlichen Raum und Verbraucher- schutz zu dem Antrag der Fraktion der SPD betref- fend Kellereineubau am Steinberg stoppen – Zu-",NON_HATE
"Sarah Sorge: Vielen Dank, Herr Kollege Honka. – Nächster Redner ist Herr Kollege Dr.Wilken für die Fraktion DIE LINKE. Dr. Ulrich Wilken (DIE LINKE): Frau Präsidentin, meine Damen und Herren! Herr Paulus hat uns hier vor wenigen Minuten noch einmal in Erinne- rung gerufen, wie lange dieser Prozess denn jetzt war bis zu der heutigen dritten bzw. beim SPD-Entwurf zweiten Lesung.Herr Paulus,wir haben doch alle gerade wieder in den Reden festgestellt, was die Regierungsfraktionen in diesem Prozess gelernt haben, nämlich nichts, null Komma nichts. (Zurufe von der CDU: Oh!) Sie operieren noch immer mit den gleichen Argumenten, mit denen sie schon vor Monaten hier gestanden haben, obwohl sie im Rechtsausschuss mehrfach – auch schon bei der zweiten Lesung des Gesetzentwurf der Landesregie- rung – zurückgewiesen worden sind. Lassen Sie mich auch noch einmal ganz deutlich sagen: Es hat von uns niemand bestritten, dass faktisch, also in der Realität, der Regelvollzug der geschlossene Vollzug ist. Aber lassen Sie mich auch noch einmal daran erinnern, was eigentlich Aufgabe eines Gesetzgebers ist,nämlich et- was normativ zu regeln und nicht das, was Realität ist, ein- fach nachzuvollziehen. (Beifall bei der LINKEN) Meine Damen und Herren, ich habe bereits im Rechts- ausschuss deutlich gemacht, dass meine Fraktion dem Ge- setzentwurf der SPD zustimmen wird, weil wir in ihm eine ganz wesentliche Facette dessen erkennen,was notwendig ist zu regeln,nämlich dass es in Hessen weiterhin einen of- fenen Vollzug in dem Sinne geben wird, dass wir die Re- sozialisierung von Gefangenen als gleichrangiges Ziel hochhalten, weil nur so in unserem Lande Prävention möglich ist. (Beifall bei der LINKEN) Ziel des Vollzugs muss es sein, Gefangene in die Lage zu versetzen, künftig ein Leben in sozialer Verantwortung und ohne Straftaten zu führen, schlichtweg die Vorberei- tung auf die Freiheit.Alles andere – das sage nicht nur ich, sondern alle kriminologischen Forschungen und alle For- schungen zur Prävention – wird ein böses Ende nehmen und wird vor allen Dingen teuer und schmerzhaft für die Opfer werden. Dazu gehört selbstverständlich weiterhin, dass wir für die Eingliederung Besuchszeiten brauchen, die soziale Kontakte stärken und Isolation vermeiden.All das berücksichtigt der Gesetzentwurf der Landesregie-",NON_HATE
Amtliche Mitteilungen . . . . . . . . . . . . . . . Entgegengenommen . . . . . . . . . . . . . . . . . Vizepräsident Frank Lortz . . . . . . . . . . . . . 36. Antrag der Fraktion BÜNDNIS 90/DIE GRÜ- NEN betreffend eine Aktuelle Stunde (Neuerliche Verzögerungen beim Bau der JVA Hünfeld) – Drucks. 16/89 – . . . . . . . . . . . . . . . . . . . Abgehalten . . . . . . . . . . . . . . . . . . . . . . Dr.Andreas Jürgens . . . . . . . . . . . . . . . . . Minister Dr. Christean Wagner . . . . . . . . . . . Heike Hofmann . . . . . . . . . . . . . . . . . . . Jörg-Uwe Hahn . . . . . . . . . . . . . . . . . . . Alfons Gerling . . . . . . . . . . . . . . . . . . . . Tarek Al-Wazir . . . . . . . . . . . . . . . . . . . . Boris Rhein . . . . . . . . . . . . . . . . . . . . . . Sabine Waschke . . . . . . . . . . . . . . . . . . . Nicola Beer . . . . . . . . . . . . . . . . . . . . . . Vizepräsident Frank Lortz . . . . . . . . . . . . . 37. Antrag der Fraktion der CDU betreffend eine Ak- tuelle Stunde (Reformstau in Deutschland: Han- deln statt reden) – Drucks. 16/90 – . . . . . . .,HATE
"teurere Variante leisten und gleichzeitig vergleichbar erfolgreich sein kön- nen. (Ursula Hammann (BÜNDNIS 90/DIE GRÜ- NEN): Das stimmt doch gar nicht!) Deshalb glauben wir und unterstütze ich sehr, was Frau Ministerin Lautenschläger vorgeschlagen hat. Lasst uns vernünftig darüber reden. Wir haben heute noch Kraft- werke, die sicherer sind als manche, die in der Welt zurzeit neu gebaut werden.Wir haben ein hohes Wissen. Solange die Wissenschaftler uns das für jedes einzelne Kraftwerk bestätigen – ohne Pauschalierung, sondern jeweils Tag für Tag geprüft –, mit der Erwartung von Milliardeninves- titionen der Elektrizitätsindustrie in diese Werke, wenn sie sie weiter betreibt, lasst uns darüber reden, lasst uns zur Elektrizitätsindustrie gehen und sagen: 50 % des Mehrgewinns, den ihr habt, gehen nicht an eure Aktio- näre, sondern an einen gemeinsamen Fonds. (Zurufe von dem BÜNDNIS 90/DIE GRÜNEN)) Wir nehmen das Geld für regenerative Energien.Wir neh- men das Geld dafür,dass wir die Forschung beschleunigen können. Wir nehmen das Geld dafür, dass wir Dinge ma- chen können, ohne es jeweils dem einzelnen Stromkun- den auf seine Rechnung zu schreiben, weil wir es auf die Rechnung der Produzenten schreiben. Das ist doch eine vernünftige Politik. (Zuruf der Abg. Ursula Hammann (BÜNDNIS 90/ DIE GRÜNEN)) Meine Damen und Herren, in Zeiten der Krise muss man zum Nachdenken in der Lage sein. (Beifall bei der CDU und der FDP) Natürlich wird es die Auseinandersetzung weiterhin ge- ben, und es wäre gut, wenn sich das Gesetz nach der Bundestagswahl an dieser Stelle verändert. (Zuruf des Abg. Tarek Al-Wazir (BÜNDNIS 90/ DIE GRÜNEN)) – Ich habe auch gar nichts dagegen, deshalb sage ich es so. Ich könnte den Teil in der Rede auch weglassen, Herr Al- Wazir.Ich will,dass wir die Menschen – darauf komme ich beim Haushalt gleich zu sprechen – nicht hinters Licht führen bei der Frage, was die Alternativen sind. Zu den Alternativen in diesem Land gehört, ob wir es schaffen können, einen Weg zu finden, auf dem wir die neue Zeit wirtschaftlich an der Spitze erreichen, oder ob wir unsere Chance, wirtschaftlich an der Spitze zu sein, verloren ha- ben, bevor wir die neue Zeit erreicht haben. Mit",NON_HATE
"(SPD): Wie bald ist „alsbald“? Präsident Norbert Kartmann: Herr Minister Banzer. Jürgen Banzer, Minister für Arbeit, Familie und Gesund- heit: Juristen sagen: „ohne schuldhaftes Zögern“, „unverzüg- lich“. (Heiterkeit bei der SPD und dem BÜNDNIS 90/ DIE GRÜNEN) In Wirklichkeit wollen wir die Anregungen und Vor- schläge der verschiedenen Verbände vernünftig würdi- gen.Es kann durchaus sein,dass das auch noch eine Nach- frage und ein Gespräch notwendig macht. Dann wird das übliche Verfahren – Kabinettsabstimmung, Ressortab- stimmung – durchgeführt werden. Ich gehe daher davon aus, dass es im ersten Halbjahr des kommenden Jahres vorgelegt werden kann. Präsident Norbert Kartmann: Frage 99. Herr Merz für Herrn Dr. Reuter, bitte. Gerhard Merz (SPD): Ich frage die Landesregierung: Trifft es zu, dass an dem Gymnasium Michelstadt aus den derzeit sechs Klassen in der Jahrgangsstufe 9 im nächsten Schuljahr fünf gebildet werden müssen, weil bei der Leh- rerzuweisung 33 Wochenstunden fehlen? Präsident Norbert Kartmann: Frau Kultusministerin Henzler. Dorothea Henzler, Kultusministerin: Herr Abg. Merz, ja, es trifft zu, dass das Gymnasium Mi- chelstadt für die derzeitige Jahrgangsstufe 9 im nächsten Schuljahr 2009/2010 aufgrund geringerer Schülerzahlen eine Zuweisung für fünf Sollklassen erhält und es somit zu einer Klassenzusammenlegung kommt.Vom Gymnasium Michelstadt wurden mit Stand vom 30.06.2009 für den kommenden Jahrgang 10 161 Schülerinnen und Schüler gemeldet. Inkludiert sind dabei noch die angesetzten Nachprüfungen. Folglich ist davon auszugehen, dass sich diese Schülerzahl noch verkleinert, wenn einige Schüle- rinnen und Schüler die Nachprüfungen nicht bestehen. Die Prognose des Schulleiters liegt bei dann 158 bis 153. Die jetzige Klasse 9 e wird nach derzeitigem Stand dann aus nur noch höchstens 18 Schülerinnen und Schülern be- stehen. Realistisch gesehen werden es nach Aussage des Schulleiters sogar nur 16 Schülerinnen und Schüler sein. Aufgrund der Schülerzahlen – die Obergrenze ist 33 – werden nur fünf Klassen gebildet. Präsident Norbert Kartmann: Die nächste Frage ist Frage 100. Wer stellt sie für Frau Kollegin Sorge? – Frau Erfurth. Bitte schön. Sigrid Erfurth (BÜNDNIS 90/DIE GRÜNEN): Ich frage die Landesregierung: Wird sie im Kaufvertrag für den heutigen Campus Bo- ckenheim der Frankfurter Goethe-Universität den Erhalt des Studierendenhauses sowie der Dondorf-Druckerei fest- schreiben? Präsident Norbert Kartmann: Herr",NON_HATE
"Staatssekretär Harald Lemke . . . . . . . . . . . . 1736 Reinhard Kahl . . . . . . . . . . . . . . . . . . . . 1737 Roland von Hunnius . . . . . . . . . . . . . . . . 1738 Mark Weinmeister . . . . . . . . . . . . . . . . . . 1738 Vizepräsident Lothar Quanz . . . . . . . . . . . . 1740 16.Wahlperiode Plenarprotokoll 16/27 HESSISCHER LANDTAG 28. 01. 2004 27. Sitzung Wiesbaden, den 28. Januar 2004 Seite Seite Ausgegeben am 17. Februar 2004 Herstellung: Druckerei Chmielorz GmbH, 65205 Wiesbaden · Auslieferung: Kanzlei des Hessischen Landtags · Postf. 3240 · 65022 Wiesbaden II Hessischer Landtag · 16.Wahlperiode · 27. Sitzung · 28. Januar 2004 Seite Seite 21. Entschließungsantrag der Fraktion der CDU be- treffend Eliteförderung im Hochschulbereich – Drucks. 16/1789 – . . . . . . . . . . . . . . . . . 1740 Beschlussempfehlung angenommen . . . . . . . . 1752 29. Antrag der Abg. Siebel, Schaub, Dr. Spies (SPD) und Fraktion betreffend Innovation und Profil für hessische Hochschulen – Drucks. 16/1797 – . . . . . . . . . . . . . . . . . 1740 Dem Ausschuss für Wissenschaft und Kunst über- wiesen . . . . . . . . . . . . . . . . . . . . . . . . 1752 Eva Kühne-Hörmann . . . . . . . . . . . . . . . . 1740 Michael Siebel . . . . . . . . . . . . . . . . . . . . 1742 Nicola Beer . . . . . . . . . . . . . . . . . . . . . . 1744 Sarah Sorge . . . . . . . . . . . . . .",HATE
"· 25. Sitzung · 18. Dezember 2003 (Beifall bei Abgeordneten der FDP) Die können es nicht mehr ab, wenn wir uns von einem Kompromiss, bei dem alle fünf Vorsitzenden der wichtigs- ten Parteien in Deutschland vertreten waren, nachher klammheimlich verabschieden. Herr Walter, was soll das, jetzt so zu tun, als wäre das für den hessischen Bürger schlecht oder besser? Jeder von uns könnte erzählen, was uns einer erzählt hat, was in den geheimsten Sitzungen ge- sagt worden ist. Manche von denen, die hier sind, waren sogar dabei, aber nicht überall dabei. (Jürgen Walter (SPD): Herr Kollege, das komplett zu erzählen,wäre aber besser gewesen! Das ist doch auch Ihre Position!) Jeder hat mit irgendjemandem in den letzten 24 Stunden telefoniert, der sogar im engsten Zirkel war. Was hilft denn das weiter, wenn ich jetzt erkläre, das und das hat mir mein Bundesvorsitzender erzählt? – Nein, meine sehr verehrten Kolleginnen und Kollegen, wir müssen endlich einmal den Mut haben zu sagen: Das politische Establish- ment im Lande hat verstanden. Wir müssen den Reform- stau auflösen. (Beifall bei der FDP) Das geht in Trippelschritten, offensichtlich nach dem Sys- tem des kleinsten gemeinsamen Nenners. Das geht aber nicht so, dass 48 Stunden später auf einmal alle in De- ckung laufen und wieder jeder versucht, sich irgendwo als Heckenschütze aufzustellen und zu sagen, woran der ei- gene Chef teilgenommen hat. So absurd ist Politik in Deutschland geworden. Liebe Kolleginnen und Kollegen, verlassen wir doch endlich diesen Pfad der blöden Ri- tuale, und gehen wir daran, dieses Land wieder nach vorne aufzubauen. (Beifall bei Abgeordneten der FDP) Man kann sich jetzt herausreden und sagen: Jawohl, wir als Liberale finden es besonders gut, dass in diesem Kom- promiss etwas zum Thema Kündigungsschutz und Tarif- recht gesagt worden ist.– Es ist doch beachtlich,dass beim Tarifrecht zwar am Sonntagabend noch in den Diskussio- nen gemauert wurde, heute in der „FAZ“ ein großes Interview mit Herrn Peters aber steht: „Wir haben ver- standen.“ Das geht doch jetzt weiter, liebe Leute. (Beifall der Abg.Ruth Wagner (Darmstadt) (FDP)) Wir müssen endlich aufhören, uns gegenseitig in irgendei- ner Art und Weise anmachen zu",NON_HATE
"hätten:Wer hat die besseren Ideen? – Dabei wäre es natürlich auch um die Frage ge- gangen, was für Kompetenzen diese Landtage haben. Meine Damen und Herren, das war in der Kommission Konsens. Zum Beispiel gab es auch einen Konsens darüber – das wäre auch nicht zu unterschätzen gewesen –, dass die alt- hergebrachten Grundsätze des Berufsbeamtentums nicht nur festgeschrieben würden,sondern dass es auch eine Er- gänzung gegeben hätte, derzufolge es sie zwar gibt, sie aber auch fortentwickelt werden können. Auch das wäre ein unglaublich großer Fortschritt gewesen, wenn es denn so gekommen wäre. Auch das war in der Kommission Konsens. Kolleginnen und Kollegen der SPD, es war in der Kom- mission auch Konsens, die Gemeinschaftsaufgabe Hoch- schulbau abzuschaffen. Dazu stehen wir auch. Auch das wäre aus unserer Sicht ein Fortschritt gewesen,auch wenn die Hochschulpolitiker das manchmal anders sehen. Ich glaube, unter dem Strich wäre all das ein Fortschritt gewesen. Was ist dann passiert? Was ist passiert, nachdem sich all das in einem Konsenspapier von Stoiber und Müntefering befand? Es ist Folgendes passiert: Faktisch haben die Mi- nisterpräsidenten der CDU ihrem Verhandlungsführer Stoiber das Mandat entzogen. Sie haben nämlich nach Themen gesucht, mit denen sie das Ganze noch scheitern lassen konnten. Genau das ist passiert. Herr Ministerprä- sident, Sie können noch erklären, wie sich das aus Ihrer Sicht darstellt. Ich sage: Sie haben Herrn Stoiber im Re- Hessischer Landtag · 16.Wahlperiode · 62. Sitzung · 23. Februar 2005 gen stehen lassen und ihm das Verhandlungsmandat fak- tisch entzogen. (Beifall bei dem BÜNDNIS 90/DIE GRÜNEN und bei Abgeordneten der SPD) Sie haben das am Thema Bildung hochgezogen. Das wun- dert mich schon ein wenig. Denn ich habe immer gedacht, dass bestimmte Punkte nicht strittig sind. Ich finde, es kann nicht darüber gestritten werden, dass es eine ge- meinsame Regelung für die Bildungsabschlüsse geben muss. (Norbert Schmitt (SPD): So ist es!) Das kann doch nicht sein: Momentan versuchen wir, eu- ropaweit die gegenseitige Anerkennung der Abschlüsse zu erreichen.Mit einem hessischen Abitur kann man dann in Litauen und Portugal studieren.Wenn ich aber das Abi- tur in Niedersachsen erworben habe, soll ich nicht an der",NON_HATE
"eine befristete Benachteiligung unvermeidlich – zunächst per Gesetz nur für Beamte anwendbar. Darin sind wir uns alle einig. Die Übertragung auf Angestellte muss erfolgen. Insofern sehen wir hier ein hohes Maß an Übereinstimmung in der Zielsetzung. Leider ist die Umsetzung dann aber dilettantisch erfolgt. Das müssen wir feststellen, nachdem das Urteil des VG Wiesbaden vorliegt. Die erforderliche Einbeziehung des Hauptpersonalrats nach § 74 Abs. 1 Nr. 9 HPVG ist nach dem Urteil des VG Wiesbaden nicht erfolgt. Nun mag sich das in Kassel noch einmal ganz anders le- sen, das will ich gar nicht bestreiten. Wie es aber im Au- genblick aussieht, war das nicht in Ordnung. Die Folgen sind: Der Erlass ist außer Kraft. Das Ziel ist zunächst einmal verfehlt. Wir haben eine Demotivation – weil eine Reihe von Angestellten und Arbeitern jetzt nicht mehr wissen, wie es weitergeht – statt Motivation. Das kann auch nicht im Sinne der Landesverwaltung sein. Die Kostensenkung für Angestellte tritt bis auf weiteres nicht ein. Es wird wohl ein neuer Beteiligungsprozess ein- geleitet werden müssen und irgendwann ein neuer Erlass nötig sein. Zusammengefasst: Zeitverlust, Geldverlust und Ver- trauensverlust. (Beifall bei der FDP) Da hätten wir schon gern gewusst, wie die Landesregie- rung mit den sehr vielen Verträgen umgeht, die jetzt irgendwo herumliegen und von denen man nicht weiß,wie sie weiter gehandelt werden, ob man erst abwarten will, was Kassel sagt, was in der Zwischenzeit passiert, wie die Landesregierung diese Angelegenheit insgesamt weiter handhaben möchte. Denn man darf nicht nur wollen, man muss auch können. – Herzlichen Dank. (Beifall bei der FDP und bei Abgeordneten der SPD) Vizepräsident Frank Lortz: Vielen Dank. – Das Wort hat der Kollege Rudolph, SPD- Fraktion. Günther Rudolph (SPD): Herr Präsident,meine sehr verehrten Damen und Herren, liebe Kolleginnen und Kollegen! Ein erneuter Beweis: Die Regierung Koch ist mit Ihrer Personalpolitik wiede- rum gescheitert. Wir fragen uns: Wann nimmt diese Re- gierung Einsicht an und sagt: „Wir kehren um, wir haben etwas falsch gemacht, jawohl, wir wollen mit den Bediens- teten und nicht gegen sie in Hessen Politik machen“? (Beifall bei der SPD – Zuruf des Abg. Frank Gott- hardt",NON_HATE
"herumgetrommelt. Jetzt haben sie gerade mal 15. Herr Schaus, wo sind denn die über 400 Verletzten, von denen Sie sprechen? Sie haben Gewerkschafter und viele andere angeführt. Wo sind sie denn? Sie sollen sich mel- den. (Beifall bei Abgeordneten der CDU und des Abg. Dr. Matthias Büger (FDP)) Sie sagen hier doch die Unwahrheit. In keinem Einsatzbe- richt ist davon die Rede. Ich sage es noch einmal: Die Ret- tungsdienste sprechen von sieben oder wie viel Fahrten, Hessischer Landtag · 18. Wahlperiode · 144. Sitzung · 27. Juni 2013 die sie während der mehrstündigen Demonstration durch- geführt haben. Das alles rechtfertigt keinen Untersuchungsausschuss. Es ist eine Selbstverständlichkeit, dass das Demonstrati- onsrecht nicht nur geachtet wird, (Willi van Ooyen (DIE LINKE): Das glauben Sie doch selbst nicht!) sondern es wird auch in Zukunft dann, wenn es nötig ist, von der Polizei durchgesetzt werden. – Herr van Ooyen, Sie sind noch nicht im Rechtsstaat angekommen. (Janine Wissler (DIE LINKE): Frechheit!) Es ist doch die Polizei, die die Demonstrationen begleitet. Sie ist es, die es sogar oft ermöglicht, dass gegen diesen Staat demonstriert werden kann. (Janine Wissler (DIE LINKE): Das ist ein Grund- recht!) Sie schützen dann sogar die Demonstranten. Und Sie ver- teufeln sie. Das ist ungehörig. (Beifall bei der CDU und des Abg. Helmut von Zech (FDP)) Für uns liegen die Fakten klar auf dem Tisch. Zu keinem Zeitpunkt wurde die Demonstration von staatlicher Seite behindert. Der Demonstrationszug konnte sich zu jedem Zeitpunkt in Bewegung setzen. Auch die eingekesselten Demonstranten konnten zu jeder Zeit den Kessel verlassen. (Willi van Ooyen (DIE LINKE): Das stimmt doch überhaupt nicht!) Sie hätten friedlich demonstrieren können. Die Polizei ver- suchte immer wieder, auf den aggressiven – so sind sie jetzt, die Mitglieder der Fraktion DIE LINKE – und ge- waltbereiten Teil der Demonstranten deeskalierend einzu- wirken. Sie stieß dabei aber auf taube Ohren. (Willi van Ooyen (DIE LINKE): Das ist doch gar nicht wahr! – Hermann Schaus (DIE LINKE): Wa- ren Sie oder wir dabei?) Wir haben es mehrfach gesehen. Wir haben es mehrfach gehört. Das wurde mehrfach bestätigt. Wahr ist doch, dass es bereits",NON_HATE
"sich aber in der Öffentlichkeit nicht zeigen, die gar nicht vor die Tür können, weil sie derart gehandicapt sind, dass sie über weite Strecken vom gesellschaftlichen Leben und von der Teilhabe ausgeschlossen sind. Ich habe bei den vielen Anhörungen, die wir im Sozial- und Integra- tionspolitischen Ausschuss haben, selten eine so beein- druckende Anhörung erlebt, wo deutlich geworden ist, um welche Personengruppe es sich hier handelt. Ich sage es noch einmal: Obwohl wir den Gesetzentwurf eingebracht haben und mir dies ein Herzensanliegen war, war mir die Dramatik dieser Thematik nicht bewusst. Bis auf eine Ausnahme, aus guten Gründen, haben die Anzu- hörenden unisono gesagt: Ja, in diesem Bereich muss drin- gend etwas geschehen. – Dass damit das Problem, das die- se Menschen haben, nicht gelöst ist, ist auch den Antrag- stellern bekannt. Das ist all denen hinreichend bekannt, die in diesen Themen unterwegs sind. Ich kenne das Argument der Koalition, die sagt: Wir kom- men doch zu diesen Assistenzleistungen; das ist durch das neue Bundesteilhabegesetz alles geregelt. – Ja, das stimmt, aber noch ist es nicht so. Deshalb ist es uns so wichtig, dass wir hier ein deutliches Zeichen setzen. Wir wollen, dass diese Personengruppe, indem wir ihnen den doppelten Satz des Blindengeldes gewähren, erkennt, dass wir ihre Situation sehen, dass sie von uns gesehen werden und wir darum bemüht sind, ihnen einen Weg zu ebnen, ein Stück weit mehr in diese Gesellschaft hinein. Das ist ein wichti- ger Beitrag, den wir für diese Gruppe leisten können und der, wie ich finde, geleistet werden muss. Ich kenne die Argumentation der Koalition. Über diese wurde sich im Ausschuss ausgetauscht. Aber, ich glaube, es geht Ihnen wie uns, denn wir haben in der Anhörung in der Tat neue Argumente gehört. Wenn es nicht so wäre, wenn es nicht so ist, dann wollen wir Ihnen auf jeden Fall die Gelegenheit geben, weiter darüber nachzudenken. Wir beantragen deshalb jetzt schon die dritte Lesung für dieses Gesetz. Dem einen Entwurf stimmen wir jetzt zu. Für diesen Ge- setzentwurf beantragen wir die dritte Lesung. Nun komme ich zum vierten und letzten Punkt. Das ist der Dringliche",NON_HATE
"geben muss, damit sie sich gut entscheiden können, in welche Einrich- tung ihr Kind kommen soll, damit es keine Chance ver- passt. Darum geht es. Wir haben schon häufig gesagt, dass Bildung keine Frage ist, die „im Vorbeilaufen“ aufgenommen werden kann, sondern sie ist ein Baustein auf dem Bildungsweg eines Menschen.Wenn der Baustein Bildung im Alter zwischen 0 und 3 Jahren verpasst wird, dann ist diese verpasste Chance nicht mehr so einfach nachzuholen. Deshalb Hessischer Landtag · 16.Wahlperiode · 134. Sitzung · 30. Mai 2007 brauchen die Eltern in Hessen Orientierungshilfen, wie sie ihr Kind in diesem Alter fördern können. (Beifall bei der FDP) Wir wollen, dass zusammen mit den Trägern von Kinder- tageseinrichtungen Merkmale erarbeitet werden, die zu einer Kita-Qualitätsplakette führen. Wir wollen, dass die Betreuungseinrichtungen freiwillig entscheiden können, ob sie an einer externen Evaluation teilnehmen und im Ergebnis diese Qualitätsplakette erhalten wollen. Wir wollen auch den Wettbewerb zwischen den Einrichtungen stärken. Es ist doch klar: Eine Einrichtung, die ein gutes Profil hat, die ein gutes Konzept hat, wird sich mit Sicher- heit einer externen Evaluation stellen, weil sie ihre gute Arbeit nach außen präsentieren will. Einrichtungen, die das nicht machen, werden mit Sicherheit schwere Pro- bleme auf dem Markt haben, Eltern zu finden, die ihre Kinder in diesen Einrichtungen unterbringen. (Beifall bei der FDP) Wir wollen aber auch, dass gute Beispiele nachgeahmt werden. Wir wollen, dass in Hessen eine repräsentative Anzahl solcher Einrichtungen ausgewählt wird und öf- fentlichkeitswirksam als Best-Practice-Beispiele präsen- tiert werden,damit andere Einrichtungen diesen Weg mit- gehen können.Auf der anderen Seite wollen wir, dass die Erzieherinnen und Erzieher in den ausgezeichneten Ein- richtungen hospitieren und sich weiterbilden können. Es geht nämlich darum, dass man gute Ansätze weiterträgt und sich guten Beispielen öffnet. Das wollen wir errei- chen. (Beifall bei der FDP) Frau Ministerin, wir wollen, dass die Erkenntnisse, die in diesem Bereich erarbeitet werden – diese Erkenntnisse werden über die Ausführungen im Bildungs- und Erzie- hungsplan hinausreichen –, auch in die Bildungsarbeit im Elementarbereich einfließen.Wir halten es für notwendig, den Bildungs- und Erziehungsplan, der ja gemeinsam er- arbeitet worden ist, jetzt nicht nur zu starten, sondern",NON_HATE
"was wir für junge Leute tun, so angelegt sein muss, dass wir alle Be- völkerungsschichten erreichen. Bei jungen Leuten darf nicht der Eindruck entstehen, dass Europa elitär für eine besondere Gruppe wäre, sondern dass Europa alle umfasst und uns alle angeht. (Beifall bei der CDU und dem BÜNDNIS 90/DIE GRÜNEN sowie des Abg. Lothar Quanz (SPD)) Sehr geehrte Damen und Herren, lassen Sie mich einen Ausblick auf das geben, was vor uns liegt: Was wollen wir in Europa? Wo wollen wir in Europa hin, und was können wir in Europa für uns in Hessen ganz konkret bewirken? Wir vertreten in Europa hessische Interessen und werden diese im Zusammenwirken mit der Bundesregierung, unse- ren Partnern und Freunden im Europäischen Parlament und in der Europäischen Kommission, im Deutschen Bundes- tag, im Bundesrat und mit anderen deutschen Landesregie- rungen sowie mit europäischen Regionen einbringen. Hier gilt es, Netzwerke, die wir haben, zu pflegen und zu vertie- fen. Zu diesen Netzwerken gehört die Ebene, die ich eben angesprochen habe. Dazu gehört aber auch, dass wir das Ehrenamt derer wertschätzen, die in diesen Bereichen tätig sind. Dazu gehören z. B. das Europakomitee Hessen, der Europadialog Hessen. Das sind Menschen, die in den un- terschiedlichsten Bereichen für Europa kommunizieren und sich für die hessischen Interessen einsetzen. Deshalb herzlichen Dank. (Beifall bei der CDU und dem BÜNDNIS 90/DIE GRÜNEN sowie des Abg. Jörg-Uwe Hahn (FDP)) Sehr geehrte Damen und Herren, die Leitlinie für unser europapolitisches Handeln ist der schwarz-grüne Koaliti- onsvertrag. Der ist zu Recht europapolitisch ambitioniert. Lassen Sie mich exemplarisch nur einige Dinge nennen, die wir uns vorgenommen haben: Ja, wir wollen das europäische Fördersystem transparenter machen. Wir wollen das bestehende EU-Beratungszentrum weiter ausbauen, um zu gewährleisten, dass auch Vereine und kleinere Unternehmen schneller und besser mit EU- Förderanträgen zurechtkommen. Ja, wir setzen auch in der Umweltpolitik Akzente: für den europäischen Emissionshandel, für einen guten Klima- schutz, für eine Europäische Wasserrahmenrichtlinie, die bedeutet, dass die Qualität der Gewässer in Hessen stetig verbessert wird. Wir setzen uns für die Interessen der hes- sischen Landwirtinnen und Landwirte ein, wie ich es gera- de bei der Agrarförderung angesprochen habe.",NON_HATE
